filename,label,original_filename,source_path
making a cake_M-UDSCO09gI.mp4,making a cake,M-UDSCO09gI.mp4,E:\kinetics400_5per\train\making a cake\M-UDSCO09gI.mp4
passing American football (not in game)_sqkui19lLiw.mp4,passing American football (not in game),sqkui19lLiw.mp4,E:\kinetics400_5per\train\passing American football (not in game)\sqkui19lLiw.mp4
drop kicking_l0nRnj_W5BA.mp4,drop kicking,l0nRnj_W5BA.mp4,E:\kinetics400_5per\train\drop kicking\l0nRnj_W5BA.mp4
playing recorder_5UlHJlaNcwg.mp4,playing recorder,5UlHJlaNcwg.mp4,E:\kinetics400_5per\train\playing recorder\5UlHJlaNcwg.mp4
riding or walking with horse_FtQENkbXhII.mp4,riding or walking with horse,FtQENkbXhII.mp4,E:\kinetics400_5per\train\riding or walking with horse\FtQENkbXhII.mp4
riding unicycle_C3j4HFUUiQE.mp4,riding unicycle,C3j4HFUUiQE.mp4,E:\kinetics400_5per\train\riding unicycle\C3j4HFUUiQE.mp4
throwing discus_N3mNdeuvpwM.mp4,throwing discus,N3mNdeuvpwM.mp4,E:\kinetics400_5per\train\throwing discus\N3mNdeuvpwM.mp4
playing flute_DEinhxAhKas.mp4,playing flute,DEinhxAhKas.mp4,E:\kinetics400_5per\train\playing flute\DEinhxAhKas.mp4
playing basketball_OjaT8_wjL4k.mp4,playing basketball,OjaT8_wjL4k.mp4,E:\kinetics400_5per\train\playing basketball\OjaT8_wjL4k.mp4
tying tie_QE4kU7JxKPg.mp4,tying tie,QE4kU7JxKPg.mp4,E:\kinetics400_5per\train\tying tie\QE4kU7JxKPg.mp4
opening bottle_Mhj__5mN42s.mp4,opening bottle,Mhj__5mN42s.mp4,E:\kinetics400_5per\train\opening bottle\Mhj__5mN42s.mp4
shaking head_jUisKbUuCsM.mp4,shaking head,jUisKbUuCsM.mp4,E:\kinetics400_5per\train\shaking head\jUisKbUuCsM.mp4
catching or throwing softball_1WobX0iH64I.mp4,catching or throwing softball,1WobX0iH64I.mp4,E:\kinetics400_5per\train\catching or throwing softball\1WobX0iH64I.mp4
kissing_5vgm_9vrFYg.mp4,kissing,5vgm_9vrFYg.mp4,E:\kinetics400_5per\train\kissing\5vgm_9vrFYg.mp4
setting table_e5VyoLOCgdk.mp4,setting table,e5VyoLOCgdk.mp4,E:\kinetics400_5per\train\setting table\e5VyoLOCgdk.mp4
deadlifting_ZS5CHC6V704.mp4,deadlifting,ZS5CHC6V704.mp4,E:\kinetics400_5per\train\deadlifting\ZS5CHC6V704.mp4
egg hunting_Zmr0Lq6q6rI.mp4,egg hunting,Zmr0Lq6q6rI.mp4,E:\kinetics400_5per\train\egg hunting\Zmr0Lq6q6rI.mp4
trimming trees_Lz6wsgOfivI.mp4,trimming trees,Lz6wsgOfivI.mp4,E:\kinetics400_5per\train\trimming trees\Lz6wsgOfivI.mp4
presenting weather forecast_fNuMS9zz2Cw.mp4,presenting weather forecast,fNuMS9zz2Cw.mp4,E:\kinetics400_5per\train\presenting weather forecast\fNuMS9zz2Cw.mp4
triple jump_RqY0XA9OHrk.mp4,triple jump,RqY0XA9OHrk.mp4,E:\kinetics400_5per\train\triple jump\RqY0XA9OHrk.mp4
air drumming_0ETN_KBzW_c.mp4,air drumming,0ETN_KBzW_c.mp4,E:\kinetics400_5per\train\air drumming\0ETN_KBzW_c.mp4
eating burger_yNlGzgm9SY8.mp4,eating burger,yNlGzgm9SY8.mp4,E:\kinetics400_5per\train\eating burger\yNlGzgm9SY8.mp4
spray painting_t9aeniGSa3M.mp4,spray painting,t9aeniGSa3M.mp4,E:\kinetics400_5per\train\spray painting\t9aeniGSa3M.mp4
playing volleyball_snUMamB9o1Y.mp4,playing volleyball,snUMamB9o1Y.mp4,E:\kinetics400_5per\train\playing volleyball\snUMamB9o1Y.mp4
jumping into pool_U0vLJKvr6t4.mp4,jumping into pool,U0vLJKvr6t4.mp4,E:\kinetics400_5per\train\jumping into pool\U0vLJKvr6t4.mp4
kissing_kpm6qOsEdKo.mp4,kissing,kpm6qOsEdKo.mp4,E:\kinetics400_5per\train\kissing\kpm6qOsEdKo.mp4
getting a haircut_8pnWBOsyZFo.mp4,getting a haircut,8pnWBOsyZFo.mp4,E:\kinetics400_5per\train\getting a haircut\8pnWBOsyZFo.mp4
scuba diving_jkJigO_22g8.mp4,scuba diving,jkJigO_22g8.mp4,E:\kinetics400_5per\train\scuba diving\jkJigO_22g8.mp4
tying knot (not on a tie)_-hs2X8EDjf0.mp4,tying knot (not on a tie),-hs2X8EDjf0.mp4,E:\kinetics400_5per\train\tying knot (not on a tie)\-hs2X8EDjf0.mp4
jetskiing_gA7cMBuqewM.mp4,jetskiing,gA7cMBuqewM.mp4,E:\kinetics400_5per\train\jetskiing\gA7cMBuqewM.mp4
playing cards_ReS7qdXtdvs.mp4,playing cards,ReS7qdXtdvs.mp4,E:\kinetics400_5per\train\playing cards\ReS7qdXtdvs.mp4
pumping gas_WXiuwMcXH1Q.mp4,pumping gas,WXiuwMcXH1Q.mp4,E:\kinetics400_5per\train\pumping gas\WXiuwMcXH1Q.mp4
salsa dancing_MPSgQytijTo.mp4,salsa dancing,MPSgQytijTo.mp4,E:\kinetics400_5per\train\salsa dancing\MPSgQytijTo.mp4
air drumming_ETZYds_uExg.mp4,air drumming,ETZYds_uExg.mp4,E:\kinetics400_5per\train\air drumming\ETZYds_uExg.mp4
skiing crosscountry_ATW4JOcUHV8.mp4,skiing crosscountry,ATW4JOcUHV8.mp4,E:\kinetics400_5per\train\skiing crosscountry\ATW4JOcUHV8.mp4
beatboxing_LWvujnRQvXI.mp4,beatboxing,LWvujnRQvXI.mp4,E:\kinetics400_5per\train\beatboxing\LWvujnRQvXI.mp4
exercising arm_EYOuGOD-atc.mp4,exercising arm,EYOuGOD-atc.mp4,E:\kinetics400_5per\train\exercising arm\EYOuGOD-atc.mp4
crawling baby_oAhMsk2I4gk.mp4,crawling baby,oAhMsk2I4gk.mp4,E:\kinetics400_5per\train\crawling baby\oAhMsk2I4gk.mp4
grooming horse_HTjY3vaLMl0.mp4,grooming horse,HTjY3vaLMl0.mp4,E:\kinetics400_5per\train\grooming horse\HTjY3vaLMl0.mp4
throwing discus_YPZpeWmeQjQ.mp4,throwing discus,YPZpeWmeQjQ.mp4,E:\kinetics400_5per\train\throwing discus\YPZpeWmeQjQ.mp4
playing cello_01UETgu-H60.mp4,playing cello,01UETgu-H60.mp4,E:\kinetics400_5per\train\playing cello\01UETgu-H60.mp4
hammer throw_50RrC35Kf8U.mp4,hammer throw,50RrC35Kf8U.mp4,E:\kinetics400_5per\train\hammer throw\50RrC35Kf8U.mp4
smoking_r8MtM8uMsnQ.mp4,smoking,r8MtM8uMsnQ.mp4,E:\kinetics400_5per\train\smoking\r8MtM8uMsnQ.mp4
baby waking up_eQKpgoez_d4.mp4,baby waking up,eQKpgoez_d4.mp4,E:\kinetics400_5per\train\baby waking up\eQKpgoez_d4.mp4
catching fish_jxIsVYgWaEQ.mp4,catching fish,jxIsVYgWaEQ.mp4,E:\kinetics400_5per\train\catching fish\jxIsVYgWaEQ.mp4
tying knot (not on a tie)_LFsiwIzf3VI.mp4,tying knot (not on a tie),LFsiwIzf3VI.mp4,E:\kinetics400_5per\train\tying knot (not on a tie)\LFsiwIzf3VI.mp4
beatboxing_XG6Yr7qkotA.mp4,beatboxing,XG6Yr7qkotA.mp4,E:\kinetics400_5per\train\beatboxing\XG6Yr7qkotA.mp4
catching or throwing baseball_xrygOElnq5I.mp4,catching or throwing baseball,xrygOElnq5I.mp4,E:\kinetics400_5per\train\catching or throwing baseball\xrygOElnq5I.mp4
playing guitar__tlq3iqjoeQ.mp4,playing guitar,_tlq3iqjoeQ.mp4,E:\kinetics400_5per\train\playing guitar\_tlq3iqjoeQ.mp4
reading newspaper_DSALzpAG4Ig.mp4,reading newspaper,DSALzpAG4Ig.mp4,E:\kinetics400_5per\train\reading newspaper\DSALzpAG4Ig.mp4
throwing discus_MJoJtaqK3Bc.mp4,throwing discus,MJoJtaqK3Bc.mp4,E:\kinetics400_5per\train\throwing discus\MJoJtaqK3Bc.mp4
feeding birds_I6FrRawlptY.mp4,feeding birds,I6FrRawlptY.mp4,E:\kinetics400_5per\train\feeding birds\I6FrRawlptY.mp4
playing cricket_6wWHV5fH4D4.mp4,playing cricket,6wWHV5fH4D4.mp4,E:\kinetics400_5per\train\playing cricket\6wWHV5fH4D4.mp4
playing ukulele_NDoRzLFD5Tw.mp4,playing ukulele,NDoRzLFD5Tw.mp4,E:\kinetics400_5per\train\playing ukulele\NDoRzLFD5Tw.mp4
playing trombone_L6ZahNKQXpk.mp4,playing trombone,L6ZahNKQXpk.mp4,E:\kinetics400_5per\train\playing trombone\L6ZahNKQXpk.mp4
archery_x0iY6hxL6Sw.mp4,archery,x0iY6hxL6Sw.mp4,E:\kinetics400_5per\train\archery\x0iY6hxL6Sw.mp4
clay pottery making_12wNKw8Q-aI.mp4,clay pottery making,12wNKw8Q-aI.mp4,E:\kinetics400_5per\train\clay pottery making\12wNKw8Q-aI.mp4
chopping wood_1QEqcxAWH78.mp4,chopping wood,1QEqcxAWH78.mp4,E:\kinetics400_5per\train\chopping wood\1QEqcxAWH78.mp4
gymnastics tumbling_Ertk9WJ4yCY.mp4,gymnastics tumbling,Ertk9WJ4yCY.mp4,E:\kinetics400_5per\train\gymnastics tumbling\Ertk9WJ4yCY.mp4
playing violin_mghq8L1m-bw.mp4,playing violin,mghq8L1m-bw.mp4,E:\kinetics400_5per\train\playing violin\mghq8L1m-bw.mp4
drinking beer_RGGwnzGmWQY.mp4,drinking beer,RGGwnzGmWQY.mp4,E:\kinetics400_5per\train\drinking beer\RGGwnzGmWQY.mp4
eating burger_QD5LgmRr9KE.mp4,eating burger,QD5LgmRr9KE.mp4,E:\kinetics400_5per\train\eating burger\QD5LgmRr9KE.mp4
hula hooping_xIAVN3NZE_I.mp4,hula hooping,xIAVN3NZE_I.mp4,E:\kinetics400_5per\train\hula hooping\xIAVN3NZE_I.mp4
faceplanting_Ac9ahp2WJk8.mp4,faceplanting,Ac9ahp2WJk8.mp4,E:\kinetics400_5per\train\faceplanting\Ac9ahp2WJk8.mp4
driving tractor_wdESDrcQfaQ.mp4,driving tractor,wdESDrcQfaQ.mp4,E:\kinetics400_5per\train\driving tractor\wdESDrcQfaQ.mp4
mopping floor_S5HA0cKdHHA.mp4,mopping floor,S5HA0cKdHHA.mp4,E:\kinetics400_5per\train\mopping floor\S5HA0cKdHHA.mp4
contact juggling_0eqsuf2-Y6E.mp4,contact juggling,0eqsuf2-Y6E.mp4,E:\kinetics400_5per\train\contact juggling\0eqsuf2-Y6E.mp4
hula hooping_cPtESpxZoQM.mp4,hula hooping,cPtESpxZoQM.mp4,E:\kinetics400_5per\train\hula hooping\cPtESpxZoQM.mp4
capoeira_0s7WgsH62E8.mp4,capoeira,0s7WgsH62E8.mp4,E:\kinetics400_5per\train\capoeira\0s7WgsH62E8.mp4
riding camel_edysdceMHLE.mp4,riding camel,edysdceMHLE.mp4,E:\kinetics400_5per\train\riding camel\edysdceMHLE.mp4
throwing discus_fd22oMPU-Ng.mp4,throwing discus,fd22oMPU-Ng.mp4,E:\kinetics400_5per\train\throwing discus\fd22oMPU-Ng.mp4
country line dancing_BefzouCDE2s.mp4,country line dancing,BefzouCDE2s.mp4,E:\kinetics400_5per\train\country line dancing\BefzouCDE2s.mp4
barbequing_Ad7Lv_EglrE.mp4,barbequing,Ad7Lv_EglrE.mp4,E:\kinetics400_5per\train\barbequing\Ad7Lv_EglrE.mp4
stretching leg_UUKuz2GiI8k.mp4,stretching leg,UUKuz2GiI8k.mp4,E:\kinetics400_5per\train\stretching leg\UUKuz2GiI8k.mp4
riding mechanical bull_ZkQJgDSxI1c.mp4,riding mechanical bull,ZkQJgDSxI1c.mp4,E:\kinetics400_5per\train\riding mechanical bull\ZkQJgDSxI1c.mp4
tickling_WtW6XTSWvPc.mp4,tickling,WtW6XTSWvPc.mp4,E:\kinetics400_5per\train\tickling\WtW6XTSWvPc.mp4
long jump_C-DmTdINda8.mp4,long jump,C-DmTdINda8.mp4,E:\kinetics400_5per\train\long jump\C-DmTdINda8.mp4
eating chips_TyFJBRZWB2U.mp4,eating chips,TyFJBRZWB2U.mp4,E:\kinetics400_5per\train\eating chips\TyFJBRZWB2U.mp4
playing poker_7RYtLcxF5jc.mp4,playing poker,7RYtLcxF5jc.mp4,E:\kinetics400_5per\train\playing poker\7RYtLcxF5jc.mp4
sweeping floor_C_sKJI9VgiQ.mp4,sweeping floor,C_sKJI9VgiQ.mp4,E:\kinetics400_5per\train\sweeping floor\C_sKJI9VgiQ.mp4
shearing sheep_UpAyxnspuZk.mp4,shearing sheep,UpAyxnspuZk.mp4,E:\kinetics400_5per\train\shearing sheep\UpAyxnspuZk.mp4
playing clarinet_8LG4cSQqVoo.mp4,playing clarinet,8LG4cSQqVoo.mp4,E:\kinetics400_5per\train\playing clarinet\8LG4cSQqVoo.mp4
laughing_94vY3aLcdKc.mp4,laughing,94vY3aLcdKc.mp4,E:\kinetics400_5per\train\laughing\94vY3aLcdKc.mp4
dying hair_-JJiyN8fwcI.mp4,dying hair,-JJiyN8fwcI.mp4,E:\kinetics400_5per\train\dying hair\-JJiyN8fwcI.mp4
dying hair_54AybS-Ayfg.mp4,dying hair,54AybS-Ayfg.mp4,E:\kinetics400_5per\train\dying hair\54AybS-Ayfg.mp4
fixing hair_kKuYXphrTPA.mp4,fixing hair,kKuYXphrTPA.mp4,E:\kinetics400_5per\train\fixing hair\kKuYXphrTPA.mp4
doing aerobics_yiiBzOiweTU.mp4,doing aerobics,yiiBzOiweTU.mp4,E:\kinetics400_5per\train\doing aerobics\yiiBzOiweTU.mp4
getting a tattoo_sFgon9HQsUI.mp4,getting a tattoo,sFgon9HQsUI.mp4,E:\kinetics400_5per\train\getting a tattoo\sFgon9HQsUI.mp4
feeding birds_DoQujIxtCpg.mp4,feeding birds,DoQujIxtCpg.mp4,E:\kinetics400_5per\train\feeding birds\DoQujIxtCpg.mp4
eating spaghetti_yIGn8p9wFHU.mp4,eating spaghetti,yIGn8p9wFHU.mp4,E:\kinetics400_5per\train\eating spaghetti\yIGn8p9wFHU.mp4
surfing crowd_-S5SabWEXDw.mp4,surfing crowd,-S5SabWEXDw.mp4,E:\kinetics400_5per\train\surfing crowd\-S5SabWEXDw.mp4
playing bagpipes_QZMRcFokTeA.mp4,playing bagpipes,QZMRcFokTeA.mp4,E:\kinetics400_5per\train\playing bagpipes\QZMRcFokTeA.mp4
hammer throw_H0IMXkrqC1I.mp4,hammer throw,H0IMXkrqC1I.mp4,E:\kinetics400_5per\train\hammer throw\H0IMXkrqC1I.mp4
hurdling_9PYLu8Sf4oI.mp4,hurdling,9PYLu8Sf4oI.mp4,E:\kinetics400_5per\train\hurdling\9PYLu8Sf4oI.mp4
surfing water_OIlniWAxSsM.mp4,surfing water,OIlniWAxSsM.mp4,E:\kinetics400_5per\train\surfing water\OIlniWAxSsM.mp4
making snowman_ZOQGpX-9Baw.mp4,making snowman,ZOQGpX-9Baw.mp4,E:\kinetics400_5per\train\making snowman\ZOQGpX-9Baw.mp4
dining_TkvknGYW2IQ.mp4,dining,TkvknGYW2IQ.mp4,E:\kinetics400_5per\train\dining\TkvknGYW2IQ.mp4
riding mechanical bull_sGcUqUvDHXk.mp4,riding mechanical bull,sGcUqUvDHXk.mp4,E:\kinetics400_5per\train\riding mechanical bull\sGcUqUvDHXk.mp4
knitting_otEVO1ZbzWY.mp4,knitting,otEVO1ZbzWY.mp4,E:\kinetics400_5per\train\knitting\otEVO1ZbzWY.mp4
news anchoring_is8NXl2Tv-8.mp4,news anchoring,is8NXl2Tv-8.mp4,E:\kinetics400_5per\train\news anchoring\is8NXl2Tv-8.mp4
surfing crowd_ZoGQinJS_-g.mp4,surfing crowd,ZoGQinJS_-g.mp4,E:\kinetics400_5per\train\surfing crowd\ZoGQinJS_-g.mp4
playing drums_tNybCHAp6tc.mp4,playing drums,tNybCHAp6tc.mp4,E:\kinetics400_5per\train\playing drums\tNybCHAp6tc.mp4
juggling soccer ball_VBqTI_aX1lc.mp4,juggling soccer ball,VBqTI_aX1lc.mp4,E:\kinetics400_5per\train\juggling soccer ball\VBqTI_aX1lc.mp4
busking_SZcIcJy_FF4.mp4,busking,SZcIcJy_FF4.mp4,E:\kinetics400_5per\train\busking\SZcIcJy_FF4.mp4
clapping_jaTGLSzku6E.mp4,clapping,jaTGLSzku6E.mp4,E:\kinetics400_5per\train\clapping\jaTGLSzku6E.mp4
arm wrestling_U79PzQIyNMQ.mp4,arm wrestling,U79PzQIyNMQ.mp4,E:\kinetics400_5per\train\arm wrestling\U79PzQIyNMQ.mp4
playing didgeridoo__-AmcKwQmPs.mp4,playing didgeridoo,_-AmcKwQmPs.mp4,E:\kinetics400_5per\train\playing didgeridoo\_-AmcKwQmPs.mp4
reading book_SF98KYCYtEs.mp4,reading book,SF98KYCYtEs.mp4,E:\kinetics400_5per\train\reading book\SF98KYCYtEs.mp4
making jewelry_QXVVRxxOn1Q.mp4,making jewelry,QXVVRxxOn1Q.mp4,E:\kinetics400_5per\train\making jewelry\QXVVRxxOn1Q.mp4
canoeing or kayaking_YkM_aKGcnpU.mp4,canoeing or kayaking,YkM_aKGcnpU.mp4,E:\kinetics400_5per\train\canoeing or kayaking\YkM_aKGcnpU.mp4
climbing tree_ayu6JBKE5cc.mp4,climbing tree,ayu6JBKE5cc.mp4,E:\kinetics400_5per\train\climbing tree\ayu6JBKE5cc.mp4
spinning poi_tVq07glOK3k.mp4,spinning poi,tVq07glOK3k.mp4,E:\kinetics400_5per\train\spinning poi\tVq07glOK3k.mp4
playing ukulele_6QLA8R6MdNk.mp4,playing ukulele,6QLA8R6MdNk.mp4,E:\kinetics400_5per\train\playing ukulele\6QLA8R6MdNk.mp4
jumpstyle dancing_jaAqXw9ME9c.mp4,jumpstyle dancing,jaAqXw9ME9c.mp4,E:\kinetics400_5per\train\jumpstyle dancing\jaAqXw9ME9c.mp4
opening present_qIRy1t3H_MA.mp4,opening present,qIRy1t3H_MA.mp4,E:\kinetics400_5per\train\opening present\qIRy1t3H_MA.mp4
skiing slalom_u-VV_nTlzHE.mp4,skiing slalom,u-VV_nTlzHE.mp4,E:\kinetics400_5per\train\skiing slalom\u-VV_nTlzHE.mp4
texting_G3Uimt9kq1o.mp4,texting,G3Uimt9kq1o.mp4,E:\kinetics400_5per\train\texting\G3Uimt9kq1o.mp4
playing keyboard_ohv0A4ODrAo.mp4,playing keyboard,ohv0A4ODrAo.mp4,E:\kinetics400_5per\train\playing keyboard\ohv0A4ODrAo.mp4
sharpening knives_1kL5FbYQ4CA.mp4,sharpening knives,1kL5FbYQ4CA.mp4,E:\kinetics400_5per\train\sharpening knives\1kL5FbYQ4CA.mp4
beatboxing_ZSjBVS_bdO4.mp4,beatboxing,ZSjBVS_bdO4.mp4,E:\kinetics400_5per\train\beatboxing\ZSjBVS_bdO4.mp4
eating spaghetti_JBByE-geFlE.mp4,eating spaghetti,JBByE-geFlE.mp4,E:\kinetics400_5per\train\eating spaghetti\JBByE-geFlE.mp4
pushing cart_eUQYeqVNM_I.mp4,pushing cart,eUQYeqVNM_I.mp4,E:\kinetics400_5per\train\pushing cart\eUQYeqVNM_I.mp4
applying cream_5lrxGVViPFE.mp4,applying cream,5lrxGVViPFE.mp4,E:\kinetics400_5per\train\applying cream\5lrxGVViPFE.mp4
kicking field goal_RwWP5jqvMm4.mp4,kicking field goal,RwWP5jqvMm4.mp4,E:\kinetics400_5per\train\kicking field goal\RwWP5jqvMm4.mp4
pushing car_lUitNISrKTE.mp4,pushing car,lUitNISrKTE.mp4,E:\kinetics400_5per\train\pushing car\lUitNISrKTE.mp4
opening bottle_kdgJl1INEZg.mp4,opening bottle,kdgJl1INEZg.mp4,E:\kinetics400_5per\train\opening bottle\kdgJl1INEZg.mp4
planting trees_9BJ24P8dfLo.mp4,planting trees,9BJ24P8dfLo.mp4,E:\kinetics400_5per\train\planting trees\9BJ24P8dfLo.mp4
making tea_-raeZQpNbRg.mp4,making tea,-raeZQpNbRg.mp4,E:\kinetics400_5per\train\making tea\-raeZQpNbRg.mp4
unloading truck_NWdvawQEyMI.mp4,unloading truck,NWdvawQEyMI.mp4,E:\kinetics400_5per\train\unloading truck\NWdvawQEyMI.mp4
smoking_A-iPnnNzA6k.mp4,smoking,A-iPnnNzA6k.mp4,E:\kinetics400_5per\train\smoking\A-iPnnNzA6k.mp4
bench pressing_Xelxozo6MUU.mp4,bench pressing,Xelxozo6MUU.mp4,E:\kinetics400_5per\train\bench pressing\Xelxozo6MUU.mp4
swimming breast stroke_W7r-zD9WqUc.mp4,swimming breast stroke,W7r-zD9WqUc.mp4,E:\kinetics400_5per\train\swimming breast stroke\W7r-zD9WqUc.mp4
playing bass guitar_yTtxUixat2c.mp4,playing bass guitar,yTtxUixat2c.mp4,E:\kinetics400_5per\train\playing bass guitar\yTtxUixat2c.mp4
pull ups_I9f8Bm3kitk.mp4,pull ups,I9f8Bm3kitk.mp4,E:\kinetics400_5per\train\pull ups\I9f8Bm3kitk.mp4
feeding fish_4XjzB0S7dlY.mp4,feeding fish,4XjzB0S7dlY.mp4,E:\kinetics400_5per\train\feeding fish\4XjzB0S7dlY.mp4
moving furniture_cjzQSX0tQXQ.mp4,moving furniture,cjzQSX0tQXQ.mp4,E:\kinetics400_5per\train\moving furniture\cjzQSX0tQXQ.mp4
making pizza_JfSs3UWh_eY.mp4,making pizza,JfSs3UWh_eY.mp4,E:\kinetics400_5per\train\making pizza\JfSs3UWh_eY.mp4
flying kite_SHfhXO6YW2g.mp4,flying kite,SHfhXO6YW2g.mp4,E:\kinetics400_5per\train\flying kite\SHfhXO6YW2g.mp4
kicking soccer ball_KdT1I9eLht8.mp4,kicking soccer ball,KdT1I9eLht8.mp4,E:\kinetics400_5per\train\kicking soccer ball\KdT1I9eLht8.mp4
playing guitar_FRyP-eiVsEI.mp4,playing guitar,FRyP-eiVsEI.mp4,E:\kinetics400_5per\train\playing guitar\FRyP-eiVsEI.mp4
bending back_xdVljCOb3Wk.mp4,bending back,xdVljCOb3Wk.mp4,E:\kinetics400_5per\train\bending back\xdVljCOb3Wk.mp4
checking tires_vJcgY5HHGeo.mp4,checking tires,vJcgY5HHGeo.mp4,E:\kinetics400_5per\train\checking tires\vJcgY5HHGeo.mp4
kitesurfing_9WHjE1U4zuc.mp4,kitesurfing,9WHjE1U4zuc.mp4,E:\kinetics400_5per\train\kitesurfing\9WHjE1U4zuc.mp4
swing dancing_-yGqXEZRbEk.mp4,swing dancing,-yGqXEZRbEk.mp4,E:\kinetics400_5per\train\swing dancing\-yGqXEZRbEk.mp4
playing cymbals__8LUlTes_X4.mp4,playing cymbals,_8LUlTes_X4.mp4,E:\kinetics400_5per\train\playing cymbals\_8LUlTes_X4.mp4
skipping rope_Qa6dbFxEsWw.mp4,skipping rope,Qa6dbFxEsWw.mp4,E:\kinetics400_5per\train\skipping rope\Qa6dbFxEsWw.mp4
golf putting_TdJUEcnO3D8.mp4,golf putting,TdJUEcnO3D8.mp4,E:\kinetics400_5per\train\golf putting\TdJUEcnO3D8.mp4
sweeping floor_VtGJipTpJIw.mp4,sweeping floor,VtGJipTpJIw.mp4,E:\kinetics400_5per\train\sweeping floor\VtGJipTpJIw.mp4
snowmobiling_z6MKYGj-gi4.mp4,snowmobiling,z6MKYGj-gi4.mp4,E:\kinetics400_5per\train\snowmobiling\z6MKYGj-gi4.mp4
singing_SImtQm0TQOY.mp4,singing,SImtQm0TQOY.mp4,E:\kinetics400_5per\train\singing\SImtQm0TQOY.mp4
playing cards_IdBmW1KXYjE.mp4,playing cards,IdBmW1KXYjE.mp4,E:\kinetics400_5per\train\playing cards\IdBmW1KXYjE.mp4
bookbinding_hssXphlN-ko.mp4,bookbinding,hssXphlN-ko.mp4,E:\kinetics400_5per\train\bookbinding\hssXphlN-ko.mp4
marching_EB7rS1LYHKQ.mp4,marching,EB7rS1LYHKQ.mp4,E:\kinetics400_5per\train\marching\EB7rS1LYHKQ.mp4
auctioning_BKfEO54q85s.mp4,auctioning,BKfEO54q85s.mp4,E:\kinetics400_5per\train\auctioning\BKfEO54q85s.mp4
dunking basketball_KNQMuh9ep9Q.mp4,dunking basketball,KNQMuh9ep9Q.mp4,E:\kinetics400_5per\train\dunking basketball\KNQMuh9ep9Q.mp4
contact juggling_zOo8ap9vH7s.mp4,contact juggling,zOo8ap9vH7s.mp4,E:\kinetics400_5per\train\contact juggling\zOo8ap9vH7s.mp4
sanding floor_kofBHFJ4x5Q.mp4,sanding floor,kofBHFJ4x5Q.mp4,E:\kinetics400_5per\train\sanding floor\kofBHFJ4x5Q.mp4
playing controller_K8fvubt3K88.mp4,playing controller,K8fvubt3K88.mp4,E:\kinetics400_5per\train\playing controller\K8fvubt3K88.mp4
belly dancing_cNvTm72aGcM.mp4,belly dancing,cNvTm72aGcM.mp4,E:\kinetics400_5per\train\belly dancing\cNvTm72aGcM.mp4
testifying_Sq8His3lv-Y.mp4,testifying,Sq8His3lv-Y.mp4,E:\kinetics400_5per\train\testifying\Sq8His3lv-Y.mp4
playing cello_gMjHM43LeUc.mp4,playing cello,gMjHM43LeUc.mp4,E:\kinetics400_5per\train\playing cello\gMjHM43LeUc.mp4
playing squash or racquetball_-BfIULwE5yc.mp4,playing squash or racquetball,-BfIULwE5yc.mp4,E:\kinetics400_5per\train\playing squash or racquetball\-BfIULwE5yc.mp4
cleaning pool_bWj-m_EXtsM.mp4,cleaning pool,bWj-m_EXtsM.mp4,E:\kinetics400_5per\train\cleaning pool\bWj-m_EXtsM.mp4
eating ice cream_L3gsJtmdq5I.mp4,eating ice cream,L3gsJtmdq5I.mp4,E:\kinetics400_5per\train\eating ice cream\L3gsJtmdq5I.mp4
kicking soccer ball_OMZY77l8S0Q.mp4,kicking soccer ball,OMZY77l8S0Q.mp4,E:\kinetics400_5per\train\kicking soccer ball\OMZY77l8S0Q.mp4
bending metal_i4P_d0ZSnjw.mp4,bending metal,i4P_d0ZSnjw.mp4,E:\kinetics400_5per\train\bending metal\i4P_d0ZSnjw.mp4
using computer_yElxTbCGnwk.mp4,using computer,yElxTbCGnwk.mp4,E:\kinetics400_5per\train\using computer\yElxTbCGnwk.mp4
making bed_YuVh7SzyLtc.mp4,making bed,YuVh7SzyLtc.mp4,E:\kinetics400_5per\train\making bed\YuVh7SzyLtc.mp4
kicking field goal_8kOU6wRSUC8.mp4,kicking field goal,8kOU6wRSUC8.mp4,E:\kinetics400_5per\train\kicking field goal\8kOU6wRSUC8.mp4
lunge_yNLysanOaDw.mp4,lunge,yNLysanOaDw.mp4,E:\kinetics400_5per\train\lunge\yNLysanOaDw.mp4
dancing charleston_k46rCBCbN3U.mp4,dancing charleston,k46rCBCbN3U.mp4,E:\kinetics400_5per\train\dancing charleston\k46rCBCbN3U.mp4
throwing discus_RUKclKuiKbw.mp4,throwing discus,RUKclKuiKbw.mp4,E:\kinetics400_5per\train\throwing discus\RUKclKuiKbw.mp4
ski jumping_erN5W5RGjSg.mp4,ski jumping,erN5W5RGjSg.mp4,E:\kinetics400_5per\train\ski jumping\erN5W5RGjSg.mp4
long jump_gKU7_84zkr8.mp4,long jump,gKU7_84zkr8.mp4,E:\kinetics400_5per\train\long jump\gKU7_84zkr8.mp4
dunking basketball_0CpipYjWeEA.mp4,dunking basketball,0CpipYjWeEA.mp4,E:\kinetics400_5per\train\dunking basketball\0CpipYjWeEA.mp4
playing recorder_Imln6bFyvl0.mp4,playing recorder,Imln6bFyvl0.mp4,E:\kinetics400_5per\train\playing recorder\Imln6bFyvl0.mp4
